order(183,183)=012
order(67815,87156)=21340
order(91826,92186)=03124
order(32187,83712)=30421
order(41562,15624)=12340
order(46723,43627)=04132
order(63291,63192)=01432
order(68592,95862)=32104
order(39261,29316)=21043
order(17508,07851)=31420
order(23674,43627)=41203
order(6875,6875)=0123
order(18352,13258)=02431
order(9581,9185)=0321
order(49256,59624)=31420
order(4972,7942)=2103
order(359,935)=201
order(91623,93216)=04312
order(69471,49716)=21340
order(67081,81706)=34120
order(48102,48210)=01423
order(92165,19526)=20413
order(75941,94571)=23104
order(39512,51329)=23041
order(5238,3258)=2103
order(69284,89642)=31042
order(21043,41320)=31402
order(80931,30819)=31042
order(3847,3748)=0321
order(96837,39687)=30124
order(56948,65894)=10423
order(1872,8172)=1023
order(12789,79821)=24310
order(6257,5627)=2013
order(95417,94571)=02143
order(72958,52897)=31420
order(64079,70946)=32410
order(34586,45638)=12403
order(80954,89045)=02143
order(90167,79016)=40123
order(60589,09856)=14320
order(42750,74520)=20314
order(49135,94531)=10432
order(406,064)=120
order(36820,30268)=04312
order(91376,63179)=42130
order(35769,76593)=23140
order(68247,72684)=42013
order(14605,50461)=43120
order(14508,04851)=31420
order(17896,76981)=14320
order(1827,8271)=1230
order(50649,04659)=13204
order(9412,9124)=0231
order(34976,36794)=04321
order(5739,9735)=3120
order(26547,57264)=24013
order(91840,18940)=12034
order(78602,72806)=04132
order(95748,49587)=30142
order(9672,6279)=1320
order(37084,70384)=12034
order(61273,73612)=34012
order(10954,51409)=30412
order(81432,14328)=12340
order(9710,7910)=1023
order(24715,45217)=14032
order(81975,78915)=30214
order(54106,54061)=01342
order(25601,15602)=41230
order(93156,93165)=01243
order(14892,49218)=13402
order(61498,96481)=30241
order(74036,74063)=01243
order(94852,58294)=32401
order(64075,70564)=32401
order(53874,73548)=31042
order(31946,46391)=34021
order(23857,52738)=30412
order(43256,43562)=01342
order(64290,94260)=31204
order(2413,3412)=3120
order(4905,4590)=0312
order(68421,21468)=34201
order(24809,48920)=12403
order(46972,92674)=24130
order(39625,93526)=10432
order(79345,79543)=01432
order(26439,63294)=13042
order(16384,63148)=12043
order(61285,25681)=24031
order(71986,68179)=43102
order(59483,38459)=43201
order(7204,0472)=2301
order(5043,5034)=0132
order(28746,27846)=02134
order(2304,3420)=1302
order(56713,37651)=42103
order(81305,85301)=04231
order(34508,48305)=14032
order(23170,73102)=31240
order(40853,08354)=12430
order(87203,87230)=01243
order(90345,49053)=30142
order(65247,47526)=34120
order(21095,91520)=31402
order(71406,04176)=32104
order(7284,4728)=3012
order(20147,01724)=12403
order(51389,15389)=10234
order(36475,57643)=43120
order(89603,68093)=20314
order(79463,67493)=30214
order(47851,45178)=03412
order(2561,1625)=3201
order(63045,46530)=30412
order(54913,49351)=12403
order(42803,03428)=34012
order(80419,09184)=14302
order(62819,98621)=42013
order(6403,4603)=1023
order(24651,46521)=12304
order(35609,60953)=23410
order(51029,29051)=34201
order(54637,56743)=02413
order(59867,68597)=32014
order(85310,80531)=04123
order(39574,79345)=31042
order(13082,10382)=02134
order(85104,41580)=42103
order(80965,06589)=13402
order(1958,5189)=2031
order(84716,41687)=13402
order(10825,20158)=31042
order(72980,78092)=03421
order(50943,54039)=03142
order(96285,82569)=32410
order(4357,5734)=2310
order(702,027)=120
order(30654,05643)=13240
order(86910,01869)=43012
order(91834,89143)=20143
order(65984,86594)=30124
order(8693,9836)=2031
order(4859,8594)=1230
order(52678,86527)=42013
order(95426,42965)=23041
order(26840,64082)=13420
order(74695,64579)=21403
order(42893,39482)=43021
order(65437,56743)=10423
order(13469,39641)=14320
order(69830,96308)=10342
order(64127,14762)=21403
order(9370,3097)=1302
order(65431,64315)=02341
order(52176,25176)=10234
order(13650,60351)=24130
order(42763,34276)=40123
order(1472,7214)=2301
order(37804,78034)=12304
order(25618,21586)=03142
order(51807,50781)=03421
order(24710,42071)=10423
order(23908,93820)=21403
order(41389,19834)=14320
order(57146,76415)=14320
order(75914,71459)=03412
order(14875,51847)=40213
order(49275,79542)=31402
order(241,124)=201
order(13642,24361)=43120
order(34590,35409)=02143
order(53698,89653)=43201
order(78560,08675)=41302
order(57841,51874)=04213
order(2401,1420)=3102
order(54061,41065)=14230
order(89165,16589)=23401
order(28037,07283)=24013
order(63540,45360)=32104
order(85719,71985)=23401
order(9734,9437)=0321
order(2931,3912)=2130
order(8361,8316)=0132
order(68092,28960)=41302
order(76841,61478)=14302
order(7604,0476)=2301
order(32465,53642)=40321
order(57861,15867)=40231
order(17398,17983)=01342
order(2864,8426)=1302
order(83745,87354)=02143
order(63059,03965)=21403
order(4108,4801)=0321
order(49835,34859)=30241
order(5640,5064)=0312
order(25918,25819)=01432
order(5032,0325)=1230
order(51260,12650)=12304
order(82453,82345)=01423
order(18956,96815)=24103
order(98471,87491)=13204
order(38962,98362)=21034
order(15640,46015)=32401
order(25438,53482)=13240
order(83425,38425)=10234
order(34056,60435)=42103
order(91472,29417)=40213
order(50894,90845)=31240
order(6241,2641)=1023
order(54862,24685)=41320
order(25467,26745)=03421
order(96841,89146)=20431
order(96351,95163)=03412
order(24657,52647)=30214
order(84569,48965)=10432
order(94258,54289)=31240
order(58042,84052)=13204
order(5389,8953)=2301
order(72594,94275)=34102
order(34156,51364)=32041
order(97162,72196)=14203
order(45931,34591)=30124
order(679,796)=120
order(83169,69318)=34120
order(84270,40287)=14203
order(2795,7529)=1302
order(3182,3821)=0231
order(40683,83604)=34210
order(6194,1694)=1023
order(78129,97281)=40312
order(98406,08964)=31042
order(4570,7045)=2301
order(57628,58276)=04312
order(48632,32486)=34012
order(71934,19374)=12304
order(3504,4530)=3102
order(48527,57482)=24013
order(45928,49852)=02413
order(64375,67534)=03421
order(10674,47061)=43120
order(58173,78153)=31204
order(63897,76893)=40231
order(47658,74865)=10423
order(82015,05821)=24013
order(95826,58692)=12403
order(57368,85376)=40213
order(73490,07493)=40231
order(59467,57496)=04213
order(43976,36479)=14032
order(32956,95263)=23140
order(46037,60743)=12403
order(21,21)=01
order(39165,69153)=31240
order(43089,49830)=04312
order(3856,6538)=3201
order(47652,54627)=30241
order(3724,7432)=1302
order(94516,54619)=21430
order(81723,78231)=20341
order(63942,43629)=31042
order(38561,58361)=21034
order(53290,39250)=13204
order(91637,76931)=42031
order(85107,50718)=13420
order(82976,82796)=01324
order(49068,98046)=14203
order(29570,05279)=42031
order(50829,05892)=10243
order(46915,46195)=01324
order(38129,28931)=31402
order(39251,32591)=02314
order(76312,21637)=43120
order(549,945)=210
order(10236,32610)=32401
order(98074,89470)=10432
order(80915,58901)=40213
order(49806,69804)=41230
order(72853,87523)=20314
order(7198,1897)=1320
order(39480,40389)=24031
order(56192,91265)=32410
order(38519,81395)=13042
order(671,617)=021
order(34810,18043)=32410
order(79826,78692)=02413
order(31024,32041)=03241
order(50967,76059)=43102
order(18023,38102)=41023
order(18905,01598)=30421
order(81654,16845)=12043
order(83176,71683)=32401
order(76023,27360)=30412
order(57086,08756)=23104
order(65729,62795)=03241
order(41263,16234)=13240
order(17058,05871)=23410
order(7698,6879)=1302
order(85430,50384)=14302
order(38645,58643)=41230
order(37046,74306)=13024
order(83025,28530)=30412
order(15273,17523)=03124
order(4075,0547)=1302
order(46751,46571)=01324
order(86327,27386)=34201
order(14023,14203)=01324
order(16307,01376)=30241
order(74931,49713)=12043
order(82603,02386)=31402
order(74920,79042)=02413
order(24581,24158)=01423
order(26978,28976)=04231
order(30258,30285)=01243
order(5612,6215)=1320
order(34516,51643)=23410
order(34720,23740)=30214
order(7648,6748)=1023
order(49128,18249)=24301
order(2046,2046)=0123
order(43207,27034)=24310
order(907,790)=201
order(57219,95712)=40132
order(47150,50714)=34120
order(6415,5461)=3102
order(26759,57692)=32140
order(45806,86450)=24013
order(70351,10357)=41230
order(60485,80465)=31204
order(82154,81524)=02314
order(34879,89734)=24301
order(87169,81976)=02413
order(493,934)=120
order(60235,65032)=04132
order(8207,0728)=2310
order(50816,68510)=42031
order(45038,05483)=21043
order(1203,0123)=2013
order(643,346)=210
order(38071,38071)=01234
order(82691,12698)=41230
order(98065,85096)=14203
order(16058,85601)=43120
order(81264,41628)=41320
order(38205,50238)=43201
order(62710,27106)=12340
order(15460,15046)=01423
order(32548,58432)=24301
order(17693,93176)=34012
order(6750,5607)=2031
order(93548,35498)=12304
order(45016,40561)=02143
order(41032,03142)=23104
order(84931,38914)=30241
order(70629,26790)=32041
order(62187,62718)=01423
order(19374,37194)=23014
order(86419,49186)=24301
order(28739,29738)=04231
order(61803,01368)=31402
order(30517,37015)=04132
order(86921,19268)=42310
order(21079,07291)=23041
order(64915,51496)=43120
order(17620,17026)=01432
order(36054,50364)=32014
order(97856,76598)=14302
order(48375,74358)=30241
order(25096,65290)=41032
order(72194,71942)=02341
order(43602,42063)=04321
order(7530,7503)=0132
order(76391,97631)=30124
order(37592,72359)=14023
order(93148,81493)=42301
order(37165,17536)=21403
order(4897,9487)=2013
order(78016,70861)=02143
order(15387,51387)=10234
order(7831,1837)=3120
order(15026,61250)=40312
order(34162,26413)=43120
order(98123,91832)=02143
order(54608,40568)=13024
order(67158,85671)=43012
order(65038,36805)=30421
order(82675,56827)=42013
order(5486,5486)=0123
order(68512,68251)=01423
order(6947,9746)=1320
order(37185,18537)=23401
order(49857,54987)=30124
order(84706,67048)=42310
order(3768,8736)=3102
order(51687,78561)=43021
order(52136,35126)=30214
order(13095,31905)=10324
order(29870,70892)=34210
order(54180,01845)=42310
order(824,248)=120
order(35980,58903)=13240
order(42076,72604)=31420
order(52493,34295)=42130
order(83067,03867)=21034
order(42510,05421)=42013
order(6204,6420)=0312
order(36285,65328)=14023
order(14872,81724)=20341
order(64279,46279)=10234
order(59806,90568)=13042
order(20537,50723)=21403
order(93105,13590)=21403
order(7485,7845)=0213
order(43085,43058)=01243
order(98372,38729)=21340
order(1259,5192)=2031
order(5620,5602)=0132
order(60281,12086)=42130
order(39754,39457)=01432
order(6520,2605)=2031
order(9831,8913)=1032
order(47839,97843)=41203
order(102,201)=210
order(53147,45173)=30241
order(57289,79852)=14302
order(28935,29538)=02431
order(30582,53820)=20341
order(3541,3541)=0123
order(97683,86739)=32140
order(85631,83165)=03421
order(49860,98406)=12043
order(17356,65713)=43102
order(21365,32651)=20341
order(45926,64592)=40123
order(853,835)=021
order(20485,80425)=31204
order(45720,57420)=12034
order(64932,36924)=30241
order(24105,04152)=31240
order(98645,86495)=12304
order(50897,75809)=40213
order(37648,37468)=01324
order(63754,73456)=21430
order(321,132)=201
order(25836,86523)=24103
order(46397,74639)=40123
order(5621,1562)=3012
order(4056,0465)=1032
order(21680,16082)=12430
order(57012,01572)=23014
order(40873,34807)=40213
order(93562,95362)=02134
order(5901,5019)=0231
order(3609,3096)=0231
order(42607,74620)=40213
order(23064,42036)=40213
order(20917,79210)=42031
order(48532,23854)=43120
order(1069,1690)=0231
order(97361,67319)=31240
order(47835,35874)=34210
order(72013,37120)=40312
order(63587,37865)=14302
order(67548,85467)=42301
order(8914,9814)=1023
order(61238,26318)=20314
order(59170,07195)=43210
order(87164,68147)=30241
order(43615,51634)=43210
order(18705,51708)=40231
order(76894,48976)=42301
order(7936,7936)=0123
order(19362,39612)=21304
order(79851,97518)=10342
order(6285,8625)=2013
order(54016,40561)=12043
order(3624,3426)=0321
order(25790,09752)=43210
order(62745,26547)=10432
order(79254,75249)=03241
order(68349,34869)=23104
order(83049,30849)=12034
order(20169,02961)=10432
order(26310,12306)=30241
order(51064,40516)=42013
order(80251,58021)=30124
order(40329,09423)=14032
order(29316,92361)=10243
order(30298,28039)=24103
order(30798,70938)=21304
order(83295,82395)=02134
order(76092,90726)=32041
order(61582,25681)=42031
order(84306,80643)=03412
order(84510,05148)=42310
order(92185,82591)=31402
order(20943,03492)=14320
order(74059,45709)=13024
order(46028,40628)=02134
order(69703,37690)=42013
order(98143,48931)=31042
order(14509,05149)=32014
order(27835,57328)=41302
order(23891,91382)=34120
order(91843,84193)=23104
order(94725,24579)=31420
order(53087,37850)=14302
order(58426,56842)=04123
order(76913,79361)=02413
order(270,720)=102
order(74152,17245)=20413
order(46837,48376)=02341
order(85291,89215)=03241
order(48035,85043)=14203
order(65908,96805)=20431
order(85367,63785)=32401
order(30286,80632)=31402
order(81062,82601)=04321
order(84720,84207)=01342
order(376,763)=120
order(63928,23968)=31204
order(65490,69504)=03142
order(97418,49718)=20134
order(8679,6978)=1320
order(78106,70186)=03214
order(65471,15467)=41203
order(4698,8649)=3102
order(46305,06345)=31204
order(7280,7820)=0213
order(32564,32546)=01243
order(93708,83907)=41032
order(78123,32817)=43120
order(39516,59613)=21430
order(76945,79456)=02341
order(16347,43617)=32104
order(52970,05792)=40321
order(632,362)=102
order(83940,34089)=13402
order(39405,94530)=12403
order(84152,58214)=30421
order(91745,57914)=42013
order(21798,92871)=30421
order(56179,75961)=30412
order(14362,42613)=14302
order(34975,57349)=43012
order(15049,19054)=04213
order(4235,2354)=1230
order(68379,73968)=32401
order(694,964)=102
order(17340,14307)=03241
order(72645,46257)=32140
order(24917,42719)=10432
order(9125,2591)=2301
order(95812,28159)=42310
order(92157,97215)=04123
order(31480,18304)=13042
order(95786,58679)=13420
order(16457,54167)=32014
order(81254,25184)=23104
order(69845,45698)=34012
order(62318,63821)=02413
order(12346,62341)=41230
order(52489,84529)=32014
order(36105,15306)=24031
order(14238,12348)=02314
order(76452,56274)=31402
order(34109,93401)=40132
order(7913,7193)=0213
order(12709,20719)=13204
order(96750,97506)=02341
order(28409,40982)=23410
order(7390,9370)=2103
order(87456,46578)=24310
order(14305,31540)=20413
order(31846,48163)=32140
order(49360,36049)=23401
order(37540,74053)=13420
order(7326,2367)=2130
order(25174,75421)=31402
order(19256,12596)=02314
order(20137,10732)=21430
order(28093,09328)=23401
order(23610,21036)=03412
order(87154,48715)=40123
order(21476,47162)=23140
order(9128,1298)=1203
order(2054,2450)=0321
order(75824,85724)=21034
order(54268,68245)=34210
order(21340,40213)=34012
order(72953,75329)=03412
order(8916,1896)=2013
order(46350,05346)=43201
order(65980,80596)=34120
order(79405,75049)=04321
order(42710,21470)=13024
order(17592,72915)=14302
order(67320,63720)=02134
order(46570,60745)=14302
order(29715,27951)=02143
order(31452,25413)=43210
order(52314,34251)=24103
order(49238,34928)=30124
order(45013,13045)=34201
order(28637,27863)=04123
order(94127,17294)=24301
order(50679,76059)=32104
order(62870,82607)=21043
order(95308,09835)=30421
order(85320,08523)=40132
order(53704,75304)=20134
order(4286,6248)=3102
order(93576,75936)=32014
order(40928,24809)=30412
order(54103,40351)=13402
order(98325,39285)=20314
order(64579,45796)=12340
order(50726,06257)=14302
order(65283,85263)=31204
order(87315,81357)=03241
order(17408,48017)=24301
order(84925,89542)=02413
order(70164,04761)=14032
order(74865,56874)=43201
order(76843,37864)=40213
order(42308,34820)=20413
order(98720,92087)=03412
order(43078,30784)=12340
order(71420,04172)=42103
order(65012,50261)=12403
order(70413,37041)=40123
order(46089,98604)=43120
order(8417,8417)=0123
order(9541,5491)=1203
order(13954,35914)=13204
order(6583,3658)=3012
order(4852,2548)=3201
order(1487,7184)=3021
order(46103,16340)=21403
order(16874,84617)=24103
order(85079,80957)=02413
order(45839,93458)=43012
order(3187,7138)=3102
order(34629,43629)=10234
order(4567,4567)=0123
order(48037,70843)=42103
order(53021,02513)=23041
order(72106,60271)=43102
order(63058,38056)=14230
order(64913,61439)=03142
order(837,738)=210
order(28546,56284)=24013
order(5084,5804)=0213
order(94823,98243)=02314
order(43986,89436)=32014
order(45063,36405)=43021
order(65238,63825)=03421
order(53160,30651)=14302
order(24156,25416)=03124
order(38690,80936)=14302
order(95604,09564)=30124
order(79236,72396)=02314
order(85092,09825)=23041
order(72138,72813)=01423
order(30961,10963)=41230
order(21940,41209)=31042
order(75403,34075)=42301
order(86135,16385)=21304
order(35094,30549)=02143
order(91546,65914)=42013
order(97248,84792)=43102
order(40238,20438)=21034
order(10429,91024)=40132
order(48091,80194)=12430
order(39857,75389)=43021
order(82954,82594)=01324
order(9540,4059)=2310
order(72845,74528)=03412
order(89401,41890)=24013
order(85490,08495)=40231
order(90783,39870)=40321
order(42937,93427)=23014
order(18546,81465)=10342
order(69874,97648)=13042
order(23758,25387)=03142
order(1086,0816)=1203
order(43875,53487)=41023
order(30291,29130)=23401
order(85134,15483)=21403
order(9864,4689)=3210
order(89064,86409)=03421
order(83096,98306)=30124
order(15976,96517)=24103
order(8621,6821)=1023
order(87541,15784)=42103
order(90381,38109)=23410
order(76983,78693)=03124
order(92837,37829)=34210
order(3127,7213)=3210
order(46597,54679)=20143
order(35864,84653)=24310
order(27831,12378)=40312
order(63854,85346)=23140
order(61972,76921)=30241
order(9241,1942)=3021
order(95216,26519)=24130
order(83572,82537)=04213
order(34719,17943)=32410
order(27309,72930)=10423
order(96052,95602)=03124
order(57214,75214)=10234
order(49651,54691)=30214
order(47685,48756)=03142
order(83249,94283)=43201
order(57016,01657)=23401
order(43715,43517)=01432
order(53017,35170)=10342
order(9827,8279)=1230
order(6502,6025)=0231
order(15874,14587)=04123
order(12870,70182)=34021
order(4890,4980)=0213
order(7629,7926)=0321
order(78361,63871)=32104
order(9642,2946)=3021
order(18632,13862)=03124
order(31892,38192)=02134
order(4079,7049)=2103
order(91258,12985)=12043
order(49357,39574)=21340
order(10358,10853)=01432
order(67084,07846)=21340
order(98642,69284)=20413
order(46538,83465)=43012
order(19827,97128)=14032
order(85397,37895)=24031
order(97681,96871)=02314
order(87543,57843)=21034
order(13875,75318)=34102
order(93547,94357)=03124
order(78950,78059)=01432
order(97584,95478)=02413
order(708,870)=201
order(65049,40596)=32140
order(34650,40563)=14320
order(42317,27143)=14302
order(72945,79425)=02314
order(652,256)=210
order(70934,90473)=21403
order(52038,25038)=10234
order(49367,93476)=12043
order(25749,97524)=42103
order(45017,41075)=03241
order(41607,74610)=40213
order(95468,68594)=34102
order(69724,24967)=34102
order(85702,02785)=34201
order(93021,93021)=01234
order(94782,48297)=13402
order(64759,57946)=32410
order(14526,54621)=21430
order(53709,53709)=01234
order(27890,09278)=43012
order(30947,74390)=43021
order(21683,31286)=41032
order(56319,61935)=13420
order(58019,09815)=24130
order(16507,76105)=41032
order(51906,09615)=32410
order(85760,05867)=41032
order(93574,43579)=41230
order(12073,23071)=14230
order(18203,28013)=21304
order(58941,49518)=32041
order(34628,42368)=13024
order(60983,06983)=10234
order(53478,78534)=34012
order(10625,05162)=14023
order(81047,71840)=41032
order(21796,62791)=40231
order(19456,41596)=20314
order(78325,25837)=34120
order(81295,89215)=03214
order(53840,83054)=21403
order(85314,18453)=30412
order(15960,05916)=41203
order(6254,2564)=1203
order(58234,84325)=14320
order(17584,84571)=34210
order(39127,92731)=13402
order(682,862)=102
order(91587,75189)=42130
order(80671,06718)=12340
order(34510,05431)=42103
order(41598,48159)=04123
order(43728,78234)=24310
order(87301,71308)=14230
order(67208,68027)=04321
order(78641,64178)=23401
order(16423,41632)=20143
order(41630,46130)=02134
order(97435,45973)=24013
order(63729,36792)=10243
order(49157,19745)=21403
order(54673,74653)=31204
order(25678,85726)=41302
order(58901,01598)=34021
order(96347,93746)=02431
order(38149,43981)=30412
order(38472,38274)=01432
order(2481,2814)=0231
order(18240,18402)=01342
order(56738,58367)=04312
order(14926,61492)=40123
order(7240,0724)=3012
order(78304,30487)=23410
order(35701,15703)=41230
order(25740,45702)=31240
order(15987,89571)=32140
order(24789,28974)=03421
order(3802,3082)=0213
order(28153,15823)=23104
order(9065,9605)=0213
order(15902,51290)=10423
order(70548,54708)=23014
order(74589,58974)=23401
order(47962,92746)=24103
order(25041,42510)=30142
order(90348,80349)=41230
order(62483,32846)=41320
order(63780,78360)=23104
order(78015,08517)=21430
order(23748,73248)=21034
order(74560,05476)=42103
order(34129,43219)=10324
order(69841,61498)=04312
order(46158,84516)=40321
order(59683,69835)=21340
order(2451,4215)=1032
order(47283,32874)=42310
order(72490,02749)=41023
order(98731,79318)=20341
order(51467,71546)=41023
order(96518,68951)=14023
order(96453,94536)=02341
order(97658,65879)=23410
order(13508,01538)=30214
order(38027,83702)=10423
order(5237,5723)=0312
order(63704,76034)=20314
order(60285,58620)=43021
order(34670,74630)=31204
order(5147,4751)=2301
order(86279,92786)=42301
order(7925,9752)=1032
order(67390,03679)=42013
order(83165,63185)=31204
order(73851,78315)=02143
order(917,197)=102
order(91275,92157)=02143
order(64705,56047)=40312
order(2067,0726)=1302
order(94602,96042)=02314
order(61328,62318)=03214
order(58162,25681)=40312
order(5076,0567)=1032
order(1369,1936)=0312
order(52978,58972)=04231
order(53089,03985)=21430
order(34218,48312)=14032
order(2930,0923)=3102
order(80194,89401)=03412
order(65914,96145)=20341
order(9063,0963)=1023
order(52681,21685)=14230
order(89356,69853)=41032
order(97560,69075)=30412
order(57923,72395)=13420
order(20789,72089)=20134
order(31427,41273)=21340
order(403,340)=201
order(69387,73698)=42013
order(1058,8015)=3102
order(42309,02349)=31204
order(28316,38612)=21430
order(3,3)=0
order(34820,48032)=12403
order(64739,93746)=43210
order(71698,91876)=31402
order(32051,31250)=04132
order(13256,61532)=40312
order(18649,19684)=04213
order(78451,84571)=12304
order(76194,61974)=12304
order(27534,24735)=04132
order(39186,61398)=42013
order(32845,82435)=21304
order(18095,98510)=31402
order(94563,45639)=12340
order(5764,7645)=1230
order(741,147)=210
order(60513,36510)=40231
order(81736,61837)=41032
order(60294,40926)=41320
order(70538,35780)=32041
order(85163,31586)=42103
order(5842,8425)=1230
order(30175,35701)=04312
order(93125,52319)=43120
order(16435,34561)=32410
order(58793,37589)=42013
order(90158,18509)=24310
order(26738,32768)=30214
order(43527,57234)=24310
order(86035,38506)=30421
order(49372,43279)=02431
order(68371,87163)=13402
order(90275,57902)=43012
order(67820,26807)=30241
order(35708,80753)=43210
order(82147,74281)=43102
order(1843,3481)=3210
order(85369,65938)=31420
order(67830,83607)=23041
order(85406,68450)=40213
order(38560,03685)=40312
order(5420,4205)=1230
order(12897,19872)=03241
order(62730,30762)=34201
order(10638,68031)=24130
order(48396,34986)=20314
order(87624,26487)=32401
order(56209,29506)=24031
order(9276,2967)=1032
order(35210,30152)=04312
order(59870,50789)=04321
order(51648,86514)=42013
order(5326,6325)=3120
order(8742,4287)=2301
order(4798,8497)=3021
order(52147,17254)=24103
order(41875,54718)=40312
order(47385,35487)=24031
order(45306,60354)=43210
order(72095,95027)=34210
order(31875,57138)=43102
order(51243,32514)=42013
order(90163,03691)=14302
order(76903,36790)=41023
order(98053,39508)=40321
order(40296,46290)=04231
order(78915,79851)=02143
order(50261,05612)=10342
order(548,584)=021
order(80942,40829)=31042
order(81902,28190)=40123
order(97485,97845)=01324
order(26579,65927)=12403
order(98026,86902)=14023
order(3708,0378)=2013
order(46138,18346)=24301
order(15920,09512)=42103
order(24501,54012)=21340
order(74523,57234)=20341
order(60479,09476)=14230
order(98542,29548)=40231
order(70638,63807)=23410
order(48691,49618)=03241
order(83470,87304)=03142
order(94765,96574)=03421
order(8716,1768)=2130
order(4861,1486)=3012
order(74916,96471)=24103
order(10724,21470)=30421
order(30691,09163)=13420
order(64172,62471)=04132
order(3072,2037)=3102
order(36154,31465)=02413
order(52473,72435)=31240
order(89034,48309)=40321
order(87560,60875)=34012
order(94851,84915)=21043
order(16375,65137)=14023
order(37021,17320)=41032
order(91648,68419)=24310
order(53168,18563)=24031
order(98570,09758)=40321
order(90874,48790)=42301
order(72031,13270)=43102
order(74601,06471)=32104
order(56781,75681)=20134
order(64527,62475)=03142
order(81472,21748)=41320
order(13086,30816)=12304
order(75163,37156)=40213
order(50987,58970)=03241
order(30682,06283)=12430
order(72340,04723)=43012
order(86190,08196)=40231
order(16250,50126)=34021
order(19470,10749)=04321
order(43251,23514)=21340
order(10532,30251)=31420
order(41360,10436)=14023
order(69412,69421)=01243
order(80967,70986)=41203
order(1497,1974)=0231
order(82917,12978)=31240
order(78619,61789)=23014
order(12904,12049)=01342
order(49326,46293)=04312
order(60382,30268)=21403
order(31895,93185)=30124
order(58763,35876)=40123
order(3691,9316)=2031
order(28941,98421)=21304
order(85013,01853)=23014
order(20417,71024)=43102
order(75489,79485)=04231
order(12645,14652)=03241
order(23946,34926)=13204
order(3461,4613)=1230
order(47298,79482)=13042
order(41528,82145)=43102
order(90821,12089)=43120
order(2986,8962)=2130
order(58740,05784)=40213
order(53281,18352)=43102
order(73214,23741)=21043
order(27140,14027)=23401
order(79358,73589)=02341
order(30184,31048)=02143
order(92583,58932)=23041
order(20951,51209)=34012
order(84613,48361)=10423
order(30245,50324)=41023
order(52840,84520)=23014
order(5360,5306)=0132
order(81526,85126)=02134
order(23591,39251)=13024
order(97640,70496)=14302
order(36018,80316)=42031
order(74563,75436)=02143
order(82793,97382)=32401
order(26538,83526)=43201
order(83954,93458)=21430
order(79620,70962)=04123
order(14629,19426)=04132
order(14358,34158)=21034
order(5279,5279)=0123
order(86519,61589)=13204
order(6375,7356)=2130
order(801,018)=120
order(78902,78209)=01432
order(90864,84096)=24103
order(54081,54180)=01432
order(29013,10293)=32014
order(530,503)=021
order(54613,13564)=34021
order(12349,31294)=20143
order(69258,96582)=10342
order(71365,36517)=23410
order(70469,67409)=30214
order(31548,18453)=14320
order(65497,54976)=12340
order(8462,8462)=0123
order(45978,57894)=13420
order(30169,90163)=41230
order(80214,14802)=34012
order(2403,0324)=2301
order(73806,83607)=21430
order(85960,86590)=03124
order(60298,82960)=42301
order(67304,07643)=31042
order(96340,63940)=12034
order(87234,34287)=34201
order(56973,35796)=40321
order(46905,69504)=12430
order(847,847)=012
order(21534,23451)=03421
order(76592,76529)=01243
order(28307,27308)=04231
order(53210,51203)=03241
order(31296,16329)=14023
order(41508,85410)=42013
order(24180,80142)=34210
order(76249,94762)=43012
order(43759,54973)=30421
order(26750,02657)=40132
order(57369,65397)=30241
order(5718,8157)=3201
order(29015,59102)=41320
order(35790,57309)=12043
order(53648,34586)=13042
order(16790,71069)=20413
order(84975,57948)=43210
order(97058,79850)=10432
order(83146,81643)=02431
order(51607,75610)=40213
order(69021,21906)=34120
order(25138,18325)=24301
order(91423,93214)=04312
order(53108,05813)=30421
order(98436,93648)=03421
order(34189,18493)=23140
order(5683,8356)=2301
order(18372,32781)=24310
order(39805,35890)=04213
order(487,478)=021
order(80153,31508)=42310
order(53986,63958)=41203
order(17352,21537)=40321
order(9076,6097)=3102
order(82091,20891)=12034
order(96738,78369)=24310
order(68205,50682)=43012
order(92845,58294)=42103
order(31487,84713)=32410
order(82645,62584)=21403
order(60541,01654)=14023
order(70562,67052)=30124
order(48520,58204)=21340
order(36842,68243)=12430
order(40725,05247)=14302
order(34827,74238)=41302
order(41398,14839)=10423
order(37216,12763)=32140
order(61752,16572)=10324
order(90827,08972)=12043
order(58976,89576)=12034
order(57941,59174)=02413
order(80257,27850)=24031
order(57129,19527)=24031
order(91037,19703)=10423
order(72405,27405)=10234
order(83170,01783)=42301
order(97812,98721)=02143
order(14236,34612)=31402
order(84150,15408)=23140
order(48069,04698)=20341
order(89163,98163)=10234
order(40293,20934)=21340
order(17923,39712)=42103
order(316,163)=120
order(84521,48152)=10423
order(16492,12694)=04132
order(85417,41587)=23104
order(82516,15268)=32140
order(78342,43872)=32104
order(892,982)=102
order(86392,63982)=12304
order(54238,53248)=03214
order(36728,38726)=04231
order(861,168)=210
order(45908,48095)=04321
order(87352,28357)=40231
order(89021,18920)=40132
order(7294,9472)=2301
order(95043,35940)=41032
order(19670,71096)=30412
order(15467,65417)=31204
order(692,926)=120
order(14569,51946)=20413
order(50721,57102)=02413
order(1290,2910)=1203
order(19536,35169)=32041
order(89132,28139)=40231
order(12879,29187)=14023
order(53649,63945)=21430
order(75932,23759)=43012
order(85069,58069)=10234
order(7401,1740)=3012
order(14376,64173)=41032
order(53679,96537)=42013
