order(86072,60728)=12340
order(26918,68921)=14203
order(68495,96458)=30241
order(6573,6573)=0123
order(43716,13476)=31024
order(15976,96517)=24103
order(6520,2605)=2031
order(41036,46013)=04213
order(51403,14530)=12043
order(30687,63807)=20314
order(50843,38054)=42103
order(68539,89356)=14320
order(64375,67534)=03421
order(4837,4873)=0132
order(73986,76839)=04312
order(87605,05876)=34012
order(46023,36024)=41230
order(34608,46083)=12340
order(75092,92075)=34201
order(50394,40935)=41320
order(20198,92081)=30142
order(57913,57139)=01342
order(98604,49860)=40123
order(41598,48159)=04123
order(62018,82061)=41203
order(8047,7804)=3012
order(26307,67203)=14032
order(560,056)=201
order(71985,78159)=03142
order(79016,06791)=24013
order(7691,7961)=0213
order(15760,17506)=02143
order(64705,56047)=40312
order(35460,35604)=01342
order(2186,1286)=1023
order(76190,19607)=23140
order(84960,46098)=13420
order(78129,97281)=40312
order(93647,93674)=01243
order(2734,7342)=1230
order(91638,61839)=21430
order(26938,29863)=02413
order(49238,34928)=30124
order(36845,84356)=23041
order(56431,56431)=01234
order(81432,14328)=12340
order(90315,39510)=20431
order(56481,14856)=42301
order(81264,41628)=41320
order(65820,86250)=20314
order(56794,97645)=32140
order(8195,1985)=1203
order(17980,08791)=43120
order(91768,61978)=31024
order(1935,3951)=2130
order(90635,63590)=23401
order(2038,2380)=0231
order(29854,58492)=32410
order(14037,14370)=01342
order(18032,32180)=34012
order(56182,21685)=42130
order(24719,12974)=30421
order(50862,60582)=31024
order(58629,85926)=10432
order(12506,01562)=30241
order(72503,75320)=02413
order(48709,40897)=03142
order(6873,6738)=0231
order(28705,78025)=21304
order(70865,85670)=24301
order(13469,39641)=14320
order(83046,36048)=14230
order(24096,20496)=02134
order(18347,43718)=32401
order(68590,05968)=42301
order(73426,37624)=10432
order(9714,9174)=0213
order(35790,57309)=12043
order(93708,83907)=41032
order(71803,08137)=32140
order(79153,17539)=20341
order(5937,7935)=3120
order(74016,76401)=04123
order(43017,73041)=41203
order(93517,37195)=14302
order(56093,60953)=12304
order(96823,82369)=23410
order(97436,46937)=24031
order(51496,61594)=41032
order(27130,37120)=31204
order(86192,68291)=10432
order(1478,4817)=1302
order(93756,53976)=31024
order(27534,24735)=04132
order(9246,6249)=3120
order(6598,5698)=1023
order(51298,59128)=03124
order(15462,15264)=01432
order(12650,15062)=03421
order(83194,48913)=40321
order(95268,65289)=31240
order(84537,53478)=23140
order(8745,8745)=0123
order(9162,6192)=2103
order(95364,46539)=43120
order(75493,57934)=10342
order(28340,04382)=43210
order(64582,28546)=43210
order(59027,09572)=21043
order(30294,32490)=02431
order(5691,1596)=3021
order(87012,01782)=23104
order(52470,02475)=41230
order(73054,40537)=42310
order(80514,01548)=13240
order(98723,78923)=21034
order(51468,16458)=13204
order(19254,59412)=31402
order(17639,36971)=32410
order(27548,85724)=42103
order(71652,71625)=01243
order(83249,94283)=43201
order(58461,86514)=13042
order(19547,54791)=23410
order(36854,86435)=21403
order(28076,86702)=14320
order(36594,95346)=32041
order(6415,5461)=3102
order(42716,72461)=21043
order(46352,54236)=30421
order(43168,43618)=01324
order(19256,12596)=02314
order(86740,60784)=14203
order(61248,12846)=12430
order(89621,29168)=31420
order(87309,83709)=02134
order(17860,87601)=21340
order(54306,60534)=43021
order(16972,17926)=03241
order(49187,17894)=24310
order(59076,05697)=20413
order(67258,57268)=31204
order(51460,04156)=42103
order(51243,32514)=42013
order(20483,83420)=34201
order(38645,58643)=41230
order(51379,51973)=01432
order(38746,78346)=21034
order(74560,05476)=42103
order(5720,5027)=0321
order(80241,48210)=30241
order(59413,35149)=40321
order(93621,93612)=01243
order(74091,19704)=43021
order(46231,64132)=10432
order(52607,06275)=32140
order(50348,05483)=10342
order(27980,02789)=40132
order(98235,38952)=31042
order(37402,43027)=20341
order(62078,72608)=31024
order(8923,2983)=2103
order(42750,74520)=20314
order(25047,75042)=41230
order(12597,92751)=31420
order(91734,93174)=03124
order(69523,53296)=24310
order(3082,3028)=0132
order(94618,91468)=03124
order(90817,89071)=20143
order(50876,68750)=42301
order(96514,54169)=24310
order(21068,18062)=14230
order(73910,30971)=14203
order(17856,85716)=23104
order(5371,3157)=1302
order(63175,63517)=01423
order(90263,69230)=30241
order(73264,42637)=42310
order(25083,23085)=04231
order(93716,63917)=41032
order(23041,10342)=42130
order(6317,6173)=0231
order(71589,59781)=24031
order(5486,5486)=0123
order(59628,95628)=10234
order(65970,05796)=41320
order(75094,50794)=12034
order(29650,50962)=34120
order(70896,60798)=41032
order(38257,82375)=12043
order(67985,58796)=43120
order(4329,9243)=3201
order(43810,03841)=41203
order(45807,57804)=14230
order(6159,9156)=3120
order(75014,54107)=14320
order(91034,01943)=21043
order(38540,43850)=30124
order(98436,93648)=03421
order(76152,51672)=32104
order(2561,1625)=3201
order(54637,56743)=02413
order(72485,84752)=32041
order(39541,19534)=41203
order(91327,73912)=42013
order(52970,05792)=40321
order(59120,95021)=10432
order(37528,53287)=20341
order(83291,98321)=30124
order(35628,38652)=04213
order(75214,51472)=13402
order(20761,27106)=02413
order(79538,93578)=13204
order(15780,81705)=30241
order(37401,70413)=13240
order(10452,10245)=01423
order(64135,13645)=23014
order(6245,6254)=0132
order(53648,34586)=13042
order(38472,38274)=01432
order(2674,6724)=1203
order(18532,12835)=04132
order(81392,23981)=42301
order(3195,5319)=3012
order(78124,18724)=21034
order(530,503)=021
order(82675,56827)=42013
order(8725,7285)=1203
order(75812,72518)=04132
order(73091,01973)=24301
order(91258,12985)=12043
order(70325,05237)=14320
order(73062,37620)=10342
order(8294,9842)=2031
order(7865,8657)=1230
order(49386,98436)=13024
order(75032,23507)=43120
order(3861,3618)=0231
order(96041,64019)=13240
order(69413,34691)=42013
order(43276,64732)=40312
order(62537,32756)=31420
order(95187,59781)=10432
order(5672,5762)=0213
order(9407,0974)=2031
order(41972,17924)=13240
order(39680,69830)=21304
order(3906,0369)=2031
order(89410,40819)=24031
order(43875,53487)=41023
order(379,793)=120
order(24381,43128)=12403
order(9068,6890)=2301
order(193,931)=120
order(96801,09186)=30421
order(94052,09254)=20431
order(93625,65329)=24130
order(98165,95186)=04213
order(13597,95713)=32401
order(18473,81743)=10324
order(15673,57163)=13024
order(462,462)=012
order(79638,68379)=24301
order(30127,30721)=01432
order(57698,67985)=21340
order(52369,52936)=01423
order(37845,78345)=12034
order(5724,7245)=1230
order(8791,8917)=0231
order(26583,86253)=31024
order(35246,25643)=21430
order(7045,0745)=1023
order(71365,36517)=23410
order(31046,16034)=14203
order(53789,89357)=34102
order(36129,92631)=43102
order(95174,15479)=21430
order(67815,87156)=21340
order(53487,54783)=02431
order(17680,80617)=34201
order(46570,60745)=14302
order(71026,72610)=03412
order(40985,04895)=10324
order(2834,3248)=2031
order(43028,24803)=30421
order(37415,14735)=32104
order(3578,3857)=0312
order(43758,43578)=01324
order(8275,2875)=1023
order(59410,19054)=31402
order(36481,34861)=02314
order(59601,91065)=14320
order(89071,97018)=13240
order(8205,5280)=3102
order(8924,2984)=2103
order(26085,26850)=01342
order(2189,8921)=2301
order(51807,50781)=03421
order(96051,50691)=32104
order(21407,04217)=32014
order(71568,61785)=31042
order(6785,6587)=0321
order(63947,36479)=10342
order(30917,13790)=30421
order(13065,30651)=12340
order(60921,91620)=24031
order(75048,08547)=24130
order(5432,3542)=2013
order(17926,19267)=02341
order(15206,12605)=02431
order(6459,4659)=1023
order(67425,45276)=24310
order(57896,69857)=43201
order(4052,2504)=3210
order(86493,96438)=31240
order(65213,32615)=42031
order(89034,48309)=40321
order(42701,02741)=31204
order(4258,5428)=2013
order(907,790)=201
order(46731,76341)=21304
order(53792,52379)=04123
order(70359,39057)=24130
order(5240,4250)=2103
order(61805,56801)=40231
order(17386,37618)=21403
order(40613,40163)=01324
order(10867,87160)=24031
order(12645,14652)=03241
order(26538,83526)=43201
order(47631,46713)=02143
order(53840,83054)=21403
order(13967,91763)=20431
order(53219,95321)=40123
order(19584,85419)=32401
order(69103,60391)=03412
order(97536,63597)=43201
order(23094,24903)=04321
order(72041,14207)=43120
order(82036,82063)=01243
order(61032,63102)=03124
order(28615,15628)=34201
order(60817,06718)=10432
order(97165,59167)=40231
order(62304,20634)=13024
order(23159,92531)=40312
order(95271,21975)=24031
order(41209,49120)=04123
order(61085,60851)=02341
order(58639,65983)=20413
order(78954,84597)=14320
order(45806,86450)=24013
order(47238,38427)=34021
order(21384,28134)=03124
order(89703,87930)=02143
order(92473,47932)=23041
order(18726,81726)=10234
order(90348,80349)=41230
order(42159,41295)=02143
order(49078,74980)=30142
order(28093,09328)=23401
order(84675,74865)=31024
order(40972,40279)=01432
order(27089,09278)=24013
order(78915,79851)=02143
order(78354,58347)=31240
order(14395,19345)=03214
order(38479,39874)=04132
order(12470,72041)=31420
order(41039,43190)=03142
order(8726,6827)=3021
order(29376,72369)=30241
order(90832,98302)=02314
order(96081,10698)=42103
order(93216,23961)=21043
order(14238,12348)=02314
order(13947,47931)=34210
order(1284,1428)=0312
order(82906,08692)=30421
order(98372,38729)=21340
order(80,08)=10
order(87365,75836)=14023
order(4058,0845)=1302
order(6739,3976)=2310
order(82610,01826)=43012
order(10397,91370)=30241
order(81943,94183)=23104
order(60931,13960)=43201
order(57823,32875)=43210
order(65274,65247)=01243
order(1043,1340)=0321
order(57261,67521)=31024
order(8914,9814)=1023
order(60547,76405)=40312
order(21397,71293)=41032
order(19280,80219)=34201
order(72081,81072)=34201
order(2659,5269)=2013
order(52740,75042)=20431
order(93562,95362)=02134
order(38750,53087)=30412
order(17624,76124)=12034
order(98145,98514)=01423
order(51869,89165)=24130
order(29473,24793)=02314
order(27356,67523)=41302
order(60285,58620)=43021
order(8497,9874)=2031
order(24715,45217)=14032
order(62480,40286)=24130
order(60541,01654)=14023
order(83015,81503)=03421
order(45103,40531)=03142
order(29836,93268)=13042
order(79342,32479)=24301
order(72143,74123)=03214
order(2591,2195)=0321
order(36820,30268)=04312
order(57618,75816)=10432
order(50297,02579)=12043
order(10742,71024)=20143
order(24069,06429)=23104
order(23976,69273)=42031
order(70439,97340)=40321
order(52183,25831)=10342
order(35140,34105)=03241
order(125,521)=210
order(35769,76593)=23140
order(9562,2659)=3210
order(20893,82930)=20341
order(7410,1740)=2013
order(46510,45016)=02431
order(5784,5874)=0213
order(91380,90813)=04312
order(92183,91283)=02134
order(37915,35197)=04321
order(15874,14587)=04123
order(30756,63057)=40132
order(71356,71653)=01432
order(52467,47625)=24310
order(12038,30821)=32410
order(59304,59304)=01234
order(68142,42816)=34120
order(32485,83524)=30412
order(13865,38615)=12304
order(79356,75369)=03241
order(1746,1764)=0132
order(80249,28490)=20341
order(49631,93614)=13240
order(9648,6849)=1320
order(59328,98523)=14032
order(8304,4308)=3120
order(38652,53286)=30412
order(97856,76598)=14302
order(50783,07853)=12304
order(89175,71958)=32140
order(4386,3846)=1203
order(50842,85240)=20431
order(83947,49738)=32410
order(98263,68329)=31420
order(12859,15928)=03412
order(69843,68493)=02314
order(89163,98163)=10234
order(42893,39482)=43021
order(93452,39254)=10432
order(34125,52134)=43201
order(4038,4380)=0231
order(5891,9851)=2103
order(986,986)=012
order(68159,89615)=14023
order(90351,19053)=40132
order(75318,87531)=40123
order(20569,05296)=12043
order(59740,90457)=14302
order(50983,38095)=43120
order(14653,41356)=10432
order(49862,69428)=31042
order(64385,63485)=02134
order(63078,36870)=10432
order(93567,76593)=43201
order(81920,98012)=20413
order(31867,61738)=31402
order(79618,98761)=14023
order(92478,78429)=34210
order(76150,05716)=43021
order(80295,92058)=32140
order(95462,25469)=41230
order(3769,6973)=2310
order(37296,26937)=24301
order(91360,69013)=30412
order(4120,0124)=3120
order(68219,28916)=21430
order(31048,81340)=41032
order(10273,13027)=04123
order(31829,83912)=20413
order(56071,56701)=01324
order(31845,18453)=12340
order(6924,4629)=3021
order(52893,35928)=40312
order(93402,49203)=20431
order(90615,19506)=30412
order(71543,15743)=12034
order(72134,14732)=24031
order(48705,45078)=04321
order(30792,37290)=02431
order(98612,91286)=03412
order(52639,63952)=23401
order(56470,56470)=01234
order(53987,85397)=30124
order(39407,73490)=40213
order(95203,52903)=12034
order(28435,52483)=40213
order(5378,5378)=0123
order(63059,03965)=21403
order(50243,54023)=03124
order(27354,45732)=43120
order(53147,45173)=30241
order(167,716)=201
order(19382,98213)=13402
order(49568,48659)=04321
order(57194,79451)=13402
order(73210,73120)=01324
order(16934,36491)=31420
order(43876,48637)=02413
order(97142,21749)=42130
order(47096,46907)=04321
order(27614,62174)=20314
order(1520,0215)=3201
order(38074,37804)=03124
order(50261,05612)=10342
order(21869,16892)=13240
order(1058,8015)=3102
order(81562,85126)=02143
order(84325,43285)=12304
order(54216,15642)=30412
order(56179,75961)=30412
order(51086,16805)=14320
order(53108,05813)=30421
order(82960,86029)=03412
order(78631,36178)=32401
order(96347,93746)=02431
order(63520,62503)=03241
order(20954,02459)=10432
order(81945,81459)=01342
order(86930,89603)=02143
order(69283,86293)=30214
order(38416,38641)=01423
order(29648,62984)=20143
order(26750,02657)=40132
order(825,285)=102
order(25618,21586)=03142
order(39814,43819)=40231
order(329,293)=120
order(84610,41680)=13204
order(25491,42195)=20431
order(67439,67394)=01342
order(3450,0435)=3102
order(89472,47982)=23104
order(37450,50473)=34210
order(48370,08347)=41203
order(83279,73982)=31402
order(29436,64923)=42103
order(41693,36419)=42013
order(7851,5817)=2130
order(39605,60953)=23140
order(31078,31780)=01342
order(40358,50438)=31024
order(43897,37984)=14320
order(92340,23940)=12034
order(41357,57314)=34210
order(63812,62813)=04231
order(86923,68932)=10243
order(6237,6372)=0231
order(81473,31748)=41320
order(21678,26871)=02431
order(5823,8235)=1230
order(49783,74983)=20134
order(6298,6289)=0132
order(85621,16825)=42031
order(5230,2053)=1302
order(76913,79361)=02413
order(42913,94132)=20341
order(52873,78253)=32104
order(47623,63724)=24130
order(2763,7623)=1203
order(35680,50386)=14032
order(62158,51628)=32014
order(23895,95328)=34102
order(52130,12503)=21043
order(76094,04976)=24301
order(51479,45971)=20431
order(14023,14203)=01324
order(2539,9235)=3021
order(91623,93216)=04312
order(98654,98465)=01423
order(78926,28679)=31402
order(80461,16084)=43102
order(52493,34295)=42130
order(35692,69352)=23014
order(27918,79182)=12340
order(47253,32754)=42130
order(15324,24153)=34012
order(32954,29453)=12430
order(31508,58310)=24013
order(76450,67504)=10342
order(49135,94531)=10432
order(56493,54369)=02413
order(53704,75304)=20134
order(16903,96130)=21043
order(673,736)=120
order(43672,63427)=21043
order(84795,47895)=12034
order(65804,65804)=01234
order(87034,80473)=02413
order(50671,10567)=41023
order(26798,27968)=02314
order(4792,9472)=2013
order(16392,21396)=40231
order(78304,30487)=23410
order(95260,69025)=30421
order(5647,6745)=1320
order(58469,58694)=01342
order(82146,86124)=04213
order(98720,92087)=03412
order(76382,26837)=41320
order(4076,6047)=3102
order(37806,08376)=32014
order(75081,80715)=32041
order(48239,98432)=41032
order(9804,9048)=0231
order(450,054)=210
order(63945,93645)=21034
order(6958,8596)=3210
order(95217,79152)=40312
order(29075,72905)=30124
order(58376,38675)=21430
order(43675,53674)=41230
order(3746,3647)=0321
order(29158,98521)=14302
order(7169,7619)=0213
order(84679,49768)=14320
order(93728,83972)=41023
order(79358,73589)=02341
order(13849,13489)=01324
order(98143,48931)=31042
order(84720,84207)=01342
order(32196,93216)=30124
order(64075,70564)=32401
order(82043,43028)=34210
order(47283,32874)=42310
order(67084,07846)=21340
order(3672,6237)=1302
order(47658,74865)=10423
order(4803,0384)=2310
order(54308,48530)=14023
order(1635,3156)=2031
order(43785,47385)=02134
order(86572,65287)=12403
order(91682,96182)=02134
order(23847,83742)=21430
order(78043,30874)=42103
order(29356,56329)=34201
order(67403,67430)=01243
order(316,163)=120
order(21947,42719)=30412
order(98325,39285)=20314
order(48136,61438)=42031
order(9250,0925)=3012
order(13694,49361)=43120
order(12450,05241)=43120
order(60593,50396)=21430
order(26804,82064)=20314
order(16348,83461)=42310
order(90632,90623)=01243
order(3164,3146)=0132
order(10974,41079)=40132
order(83067,03867)=21034
order(40356,35064)=23140
order(50786,06758)=14203
order(31907,39071)=02341
order(49156,65491)=43012
order(35061,16530)=43102
order(67942,29467)=42301
order(34529,94532)=41203
order(62743,62347)=01432
order(76894,48976)=42301
order(23507,72530)=40213
order(89215,51829)=43021
order(28740,72840)=20134
order(5961,5169)=0321
order(15946,61459)=40312
order(7982,9782)=1023
order(68274,78264)=31204
order(5102,1025)=1230
order(83710,18703)=30241
order(69307,73609)=42031
order(78359,98753)=41032
order(5029,0592)=1032
order(71905,57019)=40312
order(86745,48576)=30421
order(7485,7845)=0213
order(6208,2086)=1230
order(73429,73492)=01243
order(4698,8649)=3102
order(85067,86057)=03214
order(67405,56704)=40132
order(21563,21365)=01432
order(59867,68597)=32014
order(52840,84520)=23014
order(35964,65934)=31204
order(45061,61540)=34102
order(123,132)=021
order(57093,59073)=03214
order(1743,7143)=1023
order(19874,49781)=41320
order(36127,37216)=04321
order(59148,49815)=31420
order(3864,8346)=1032
order(17058,05871)=23410
order(28475,72845)=30124
order(21589,25918)=02413
order(68250,62580)=02314
order(6238,6832)=0321
order(61582,25681)=42031
order(36810,36180)=01324
order(98623,38296)=41302
order(73189,98731)=43012
order(39782,92387)=14032
order(8207,0728)=2310
order(32647,64723)=23410
order(79503,70395)=03412
order(39205,20953)=23140
order(23496,29436)=03214
order(18062,12086)=04213
order(24908,42980)=10243
order(56042,05624)=20143
order(34516,51643)=23410
order(47685,48756)=03142
order(41827,71842)=41203
order(150,015)=201
order(72934,43297)=43120
order(40376,34607)=20413
order(91370,01973)=41032
order(63240,64230)=03214
order(7650,6705)=1032
order(65078,60758)=02314
order(67042,47620)=31042
order(18596,85196)=12034
order(13680,01638)=40213
order(16259,95126)=43021
order(49256,59624)=31420
order(90321,93210)=02341
order(9016,6109)=3210
order(942,942)=012
order(91840,18940)=12034
order(74523,57234)=20341
order(97384,78394)=13204
order(70615,10756)=31042
order(12875,18572)=02431
order(8425,2485)=2103
order(23759,27935)=02413
order(17049,07941)=21430
order(13954,35914)=13204
order(49537,37954)=34120
order(56834,84356)=24301
order(41379,14397)=10243
order(85601,15086)=41302
order(27386,72863)=10342
order(48037,70843)=42103
order(8402,4820)=1032
order(54832,82543)=24013
order(85423,84532)=02143
order(25349,39245)=24031
order(96014,41960)=43012
order(19832,28319)=42301
order(72813,73218)=04132
order(85716,86157)=04312
order(54682,82654)=34201
order(95302,32590)=24103
order(48931,38941)=31204
order(40692,29640)=43201
order(69041,41096)=34210
order(4235,2354)=1230
order(85974,89754)=02314
order(16058,85601)=43120
order(86091,01689)=24103
order(60542,65420)=02341
order(86710,86701)=01243
order(40237,02374)=12340
order(65428,54682)=12043
order(69574,94765)=14302
order(63825,83625)=21034
order(84270,40287)=14203
order(80432,40823)=21043
order(78653,78356)=01432
order(72309,97023)=40312
order(53904,30954)=13204
order(9632,2639)=3120
order(39871,98317)=12043
order(9456,9546)=0213
order(38706,87306)=12034
order(2037,7203)=3012
order(90764,64790)=34201
order(84063,04683)=21304
order(89047,87940)=04132
order(42307,72043)=41302
order(16749,41796)=30241
order(31684,38146)=03142
order(96315,51936)=43021
order(52397,92375)=31240
order(43207,27034)=24310
order(7649,4769)=2013
order(63805,83056)=21340
order(42308,34820)=20413
order(7629,7926)=0321
order(8130,0813)=3012
order(50614,64015)=24130
order(19062,69120)=31042
order(26104,64201)=14032
order(3492,2943)=3210
order(9810,0198)=3201
order(60374,46730)=40321
order(47059,47950)=01432
order(2361,3126)=1302
order(89534,38594)=30214
order(97321,21379)=34210
order(18503,53018)=24301
order(6715,5176)=3210
order(95012,92501)=04123
order(60813,86103)=20314
order(69024,90624)=12034
order(30765,76305)=23014
order(45730,03745)=43201
order(32810,31028)=03412
order(67581,75186)=12430
order(94102,91024)=02341
order(51348,58314)=04213
order(28169,29681)=04312
order(8520,5082)=1302
order(78321,38271)=21304
order(31659,53169)=30124
order(95064,50649)=12340
order(1068,8160)=3021
order(14568,86451)=43120
order(63894,98364)=32104
order(30716,67013)=42130
order(73610,60173)=24301
order(29014,14092)=34210
order(10946,40691)=31420
order(32589,83952)=30421
order(89376,38796)=20314
order(94253,45932)=13042
order(68039,63809)=03124
order(91837,73891)=43201
order(78209,92087)=42310
order(13086,30816)=12304
order(67824,84627)=24031
order(1476,4176)=1023
order(98523,58239)=21340
order(15287,17582)=04132
order(96812,12896)=34201
order(57092,09527)=23041
order(97045,75904)=14023
order(2378,8723)=3201
order(43051,41503)=04321
order(80723,08732)=10243
order(61389,89631)=34021
order(7403,0347)=2310
order(938,893)=201
order(2958,2598)=0213
order(52107,05712)=30421
order(29684,26489)=02431
order(92358,82593)=41302
order(27346,34672)=23410
order(74621,74612)=01243
order(79120,27019)=30421
order(10487,80174)=31042
order(58291,92815)=32140
order(84569,48965)=10432
order(23417,37421)=14203
order(75913,97531)=20143
order(98421,14928)=42031
order(29371,13927)=42103
order(49172,94127)=10243
order(61905,01659)=31042
order(52986,68529)=43012
order(39510,09513)=41230
order(83712,32781)=14203
order(14580,18405)=03142
order(7895,5879)=3102
order(32417,42173)=21340
order(5872,5872)=0123
order(80346,43680)=32401
order(38456,58346)=31024
order(58361,68315)=31240
order(68247,72684)=42013
order(53849,85439)=20314
order(27659,62795)=20143
order(49102,04129)=30241
order(37145,47153)=31240
order(58790,78095)=21430
order(53274,74235)=34210
order(96857,97568)=04312
order(84501,40518)=13240
order(41968,86149)=43102
order(4687,6478)=1032
order(31847,31748)=01432
order(75163,37156)=40213
order(25086,08562)=23140
order(42895,98245)=32104
order(487,478)=021
order(54928,28495)=34120
order(15273,17523)=03124
order(1627,6712)=1302
order(29185,82915)=30124
order(70435,74053)=02143
order(89145,19584)=21403
order(65782,82576)=34120
order(21359,91532)=41320
order(87510,10857)=34021
order(7065,6570)=2301
order(75460,05764)=41032
order(15387,51387)=10234
order(67148,81674)=42013
order(46935,56439)=41032
order(57304,53740)=02143
order(76328,78632)=04123
order(7640,0674)=3102
order(26597,57296)=24031
order(25048,40528)=32104
order(49382,84392)=30214
order(24809,48920)=12403
order(36954,46395)=41023
order(9275,2975)=1023
order(72104,71024)=02314
order(9378,8739)=3210
order(7538,5873)=1302
order(23604,43062)=41320
order(872,287)=201
order(30217,07213)=14230
order(97164,16947)=23041
order(41328,31248)=21304
order(97481,14987)=42031
order(3520,0325)=3021
order(53608,83506)=41032
order(13246,42361)=32140
order(32751,17532)=42301
order(96583,59638)=20143
order(34129,43219)=10324
order(3546,6453)=3210
order(74853,87345)=20413
order(49012,41029)=03241
order(13480,30418)=14203
order(90172,71092)=32104
order(70364,34067)=24130
order(75860,65708)=31042
order(60938,06893)=10423
order(45690,95406)=31042
order(91783,13978)=14023
order(97354,47953)=41032
order(63528,23658)=31024
order(2936,9263)=1032
order(67803,60783)=03124
order(4371,3147)=1302
order(70852,05782)=13024
order(65704,06457)=30412
order(49780,40798)=04213
order(2845,2845)=0123
order(35821,12385)=43021
order(61374,73614)=32014
order(35120,23510)=30124
order(96052,95602)=03124
order(42816,28146)=12304
order(83174,78413)=30421
order(74563,75436)=02143
order(15082,50128)=12043
order(24653,52643)=30214
order(91834,89143)=20143
order(70385,57083)=40132
order(73614,71463)=03421
order(92054,52940)=31042
order(13479,49173)=24031
order(36402,34620)=02143
order(41679,97614)=43210
order(69358,68935)=04123
order(82673,82367)=01423
order(149,491)=120
order(30628,23806)=30412
order(48132,24813)=40123
order(32941,34291)=03124
order(82413,13248)=34120
order(64051,46150)=10432
order(50867,87560)=24031
order(71458,48571)=24301
order(39528,25983)=32140
order(97026,07962)=21043
order(75864,86574)=23104
order(38516,13856)=30124
order(7502,7205)=0321
order(24397,42379)=10243
order(89756,85697)=03412
order(31085,53018)=40213
order(56214,26415)=21430
order(93250,59023)=30421
order(49205,52094)=42310
order(98016,98610)=01432
order(76849,87964)=20413
order(59704,59047)=01342
order(79261,69172)=31402
order(45862,45268)=01432
order(12406,06421)=34210
order(20371,13702)=42310
order(4598,9845)=2301
order(14305,31540)=20413
order(50396,05936)=10324
order(64517,17456)=34120
order(73061,16730)=43012
order(69827,79268)=41302
order(2684,6482)=1320
order(57612,51726)=03142
order(58793,37589)=42013
order(51026,52106)=03124
order(87430,37048)=31420
order(931,193)=201
order(91765,97156)=02143
order(25197,71295)=42031
order(85410,80145)=04321
order(5273,2537)=1032
order(85137,81573)=02143
order(96248,49862)=30412
order(6543,6345)=0321
order(102,201)=210
order(84067,48670)=10342
order(74169,41967)=12430
order(375,357)=021
order(8019,8109)=0213
order(39285,82935)=32104
order(59048,50984)=02143
order(31428,42831)=23401
order(89364,64389)=34201
order(56297,97526)=34021
order(7089,0897)=1230
order(38651,15683)=43210
order(83240,32804)=12043
order(8406,0864)=2031
order(20537,50723)=21403
order(58197,58719)=01423
order(76180,06718)=41023
order(21964,12649)=10342
order(53604,36504)=12034
order(86921,19268)=42310
order(86750,60857)=14032
order(35497,53497)=10234
order(86705,67850)=12043
order(14028,48201)=14320
order(68950,08569)=41302
order(58426,56842)=04123
order(69085,06589)=20431
order(81320,12308)=13240
order(25694,25694)=01234
order(93824,39842)=10243
order(14296,41296)=10234
order(84716,41687)=13402
order(42073,42037)=01243
order(75316,73165)=02341
order(365,563)=210
order(6701,7160)=1302
order(54897,85974)=20341
order(54621,12456)=43102
order(47801,41078)=04312
order(16073,17036)=03241
order(4785,5478)=3012
order(34068,34608)=01324
order(56034,54360)=04312
order(21476,47162)=23140
order(52038,25038)=10234
order(20387,80273)=31042
order(92046,46920)=34012
order(47156,46157)=04231
order(46278,87624)=43120
order(89,98)=10
order(60148,01684)=12043
order(3987,7839)=3201
order(42870,04782)=40321
order(93658,68359)=24130
order(581,581)=012
order(92683,89326)=30412
order(28759,72958)=20431
order(52089,08592)=23041
order(40698,49806)=03412
order(23960,90263)=24031
order(7189,7189)=0123
order(65489,45698)=21043
order(21940,41209)=31042
order(57064,60745)=32140
order(98302,83209)=12430
order(59648,98465)=14320
order(67950,95760)=23104
order(21364,16324)=13204
order(7253,3725)=3012
order(4356,3564)=1230
order(91482,82149)=34120
order(15860,65108)=31042
order(85310,80531)=04123
order(21038,83210)=43012
order(94517,79541)=40213
order(65780,67058)=02413
order(64739,93746)=43210
order(19762,97621)=12340
order(68570,07586)=43210
order(12876,82176)=21034
order(91508,98051)=04321
order(76348,68374)=14203
order(40792,24097)=40132
order(17356,65713)=43102
order(4036,4306)=0213
order(16530,50163)=24013
order(24703,73204)=24031
order(82976,82796)=01324
order(95736,76935)=24031
order(26985,59628)=42103
order(46531,36514)=31240
order(5294,4529)=3012
order(5270,0725)=3210
order(46057,75046)=43201
order(67032,73620)=13042
order(45386,86453)=34012
order(17402,02741)=34120
order(91037,19703)=10423
order(58346,45863)=30142
order(16742,24167)=43012
order(67428,72684)=13042
order(5023,3250)=3201
order(14596,15946)=02314
order(43517,17543)=34201
order(65097,90675)=32041
order(64290,94260)=31204
order(57841,51874)=04213
order(76194,61974)=12304
order(15928,25891)=31420
order(49538,94538)=10234
order(89045,40895)=32014
order(12945,95241)=24130
order(26950,95620)=23104
order(16427,67214)=14302
order(92506,25609)=12430
order(21537,71523)=41203
order(21459,24159)=02134
order(29780,09782)=41230
order(4175,1547)=1302
order(90584,40895)=41302
order(39085,93085)=10234
order(73920,09327)=42130
order(403,340)=201
order(75826,67852)=40213
order(61240,16204)=10243
order(65821,86521)=20134
order(39678,69873)=21430
order(28934,29843)=02143
order(78431,43781)=23014
order(92608,20698)=13204
order(15028,51280)=10342
order(43217,41327)=03124
order(76038,36087)=31240
order(76841,61478)=14302
order(70691,16079)=42103
order(60928,82096)=43120
order(6952,6925)=0132
order(26473,64237)=12043
order(67398,96873)=30412
order(71520,51702)=21043
order(16902,29061)=42310
