order(0,0)=0
order(8647,8647)=0123
order(8649,6489)=1203
order(8650,6508)=1230
order(8651,6518)=1230
order(8652,6285)=1302
order(8653,3856)=3021
order(8654,5864)=2013
order(8657,5687)=2103
order(8659,6859)=1023
order(8670,8067)=0312
order(8671,1687)=3102
order(8672,2687)=3102
order(8673,7368)=2310
order(8674,6748)=1230
order(8675,6857)=1032
order(8679,9687)=3102
order(8690,8690)=0123
order(8691,9861)=2013
order(8692,6892)=1023
order(8693,6983)=1203
order(8694,9648)=2130
order(8695,6859)=1032
order(8697,7896)=3021
order(8701,1087)=3201
order(8702,7802)=1023
order(8703,0387)=2301
order(8704,4870)=3012
order(8705,7058)=1230
order(8706,6087)=3201
order(8709,8709)=0123
order(8710,8107)=0231
order(8712,7128)=1230
order(8713,7831)=1032
order(8714,4718)=3120
order(8715,1587)=2301
order(8716,6781)=3102
order(8719,9178)=3210
order(8720,7082)=1302
order(8721,2781)=2103
order(8723,8372)=0312
order(8724,8247)=0231
order(8725,2857)=2031
order(8726,7682)=1302
order(8729,2798)=2130
order(8730,0378)=3210
order(8731,8173)=0312
order(8732,3872)=2013
order(8734,7834)=1023
order(8735,5783)=3102
order(8736,8376)=0213
order(8739,3978)=2310
order(8740,8740)=0123
order(8741,4871)=2013
order(8742,2874)=3012
order(8743,3487)=3201
order(8745,7845)=1023
order(8746,6478)=3210
order(8749,4897)=2031
order(8750,8057)=0321
order(8751,1857)=3021
order(8752,5782)=2103
order(8753,5873)=2013
order(8754,8745)=0132
order(8756,7856)=1023
order(8759,5879)=2013
order(8760,0876)=3012
order(8761,8617)=0231
order(8762,7286)=1302
order(8763,7368)=1320
order(8764,8476)=0312
order(8765,6578)=2310
order(8769,7896)=1032
order(8790,9708)=2130
order(8791,9178)=2310
order(8792,7829)=1032
order(8793,8739)=0132
order(8794,8497)=0321
order(8795,7589)=1302
order(8796,9786)=2103
order(8901,1809)=3021
order(8902,9082)=1203
order(8903,3890)=3012
order(8904,9048)=1230
order(8905,5890)=3012
order(8906,8096)=0213
order(8907,0987)=2103
order(8910,8019)=0321
order(8912,8129)=0231
order(8913,9831)=1032
order(8914,9148)=1230
order(8915,9518)=1320
order(8916,1689)=2301
order(8917,8791)=0312
order(8920,2980)=2103
order(8921,1928)=3120
order(8923,3829)=3021
order(8924,4982)=3102
order(8925,9852)=1032
order(8926,8296)=0213
order(8927,9782)=1302
order(8930,9308)=1230
order(8931,3918)=2130
order(8932,2938)=3120
order(8934,8349)=0231
order(8935,5839)=3021
order(8936,3986)=2103
order(8937,8793)=0312
order(8940,8094)=0312
order(8941,1894)=3012
order(8942,4928)=2130
order(8943,3948)=3120
order(8945,8495)=0213
order(8946,9648)=1320
order(8947,9748)=1320
order(8950,9580)=1203
order(8951,8951)=0123
order(8952,9285)=1302
order(8953,5389)=2301
order(8954,9458)=1320
order(8956,9685)=1302
order(8957,8795)=0312
order(8960,9860)=1023
order(8961,9681)=1203
order(8962,9862)=1023
order(8963,3968)=3120
order(8964,8964)=0123
order(8965,9586)=1302
order(8967,6987)=2103
order(8970,7980)=2103
order(8971,8179)=0321
order(8972,2987)=3102
order(8973,9783)=1203
order(8974,8974)=0123
order(8975,7895)=2013
order(8976,7896)=2013
order(9012,1092)=2103
order(9013,0931)=1032
order(9014,0419)=1320
order(9015,9051)=0132
order(9016,1069)=2130
order(9017,7190)=3201
order(9018,9018)=0123
order(9021,0192)=1302
order(9023,3092)=3102
order(9024,4920)=3021
order(9025,0295)=1203
order(9026,6920)=3021
order(9027,9702)=0312
order(9028,9082)=0132
order(9031,1390)=3201
order(9032,2903)=3012
order(9034,3409)=2310
order(9035,5039)=3120
order(9036,9630)=0321
order(9037,0739)=1320
order(9038,9083)=0132
order(9041,1049)=3120
order(9042,0492)=1203
order(9043,9043)=0123
order(9045,0954)=1032
order(9046,9604)=0312
order(9047,0794)=1302
order(9048,8409)=3210
order(9051,5910)=2031
order(9052,9502)=0213
order(9053,3905)=3012
order(9054,9045)=0132
order(9056,9560)=0231
order(9057,7095)=3102
order(9058,8905)=3012
order(9061,0619)=1230
order(9062,2690)=3201
order(9063,0693)=1203
order(9064,4069)=3120
order(9065,9650)=0231
order(9067,7069)=3120
order(9068,0689)=1230
order(9071,9701)=0213
order(9072,9207)=0312
order(9073,3970)=3021
order(9074,9047)=0132
order(9075,9570)=0321
order(9076,6907)=3012
order(9078,7089)=2130
order(9081,8190)=2301
order(9082,8092)=2103
order(9083,8039)=2130
order(9084,0489)=1320
order(9085,0598)=1302
order(9086,9860)=0231
order(9087,7089)=3120
order(9102,0921)=2031
order(9103,3910)=3012
order(9104,1049)=1230
order(9105,9015)=0213
order(9106,9016)=0213
order(9107,1790)=1302
order(9108,8910)=3012
order(9120,2109)=2130
order(9123,2931)=2031
order(9124,4129)=3120
order(9125,5291)=3201
order(9126,6291)=3201
order(9127,7921)=3021
order(9128,8192)=3102
order(9130,9301)=0231
order(9132,3912)=2013
order(9134,4931)=3021
order(9135,5391)=3201
order(9136,3691)=2301
order(9137,3197)=2103
order(9138,8193)=3102
order(9140,1409)=1230
order(9142,2194)=3102
order(9143,3914)=3012
order(9145,1549)=1320
order(9146,6914)=3012
order(9147,4719)=2310
order(9148,9481)=0231
order(9150,9501)=0231
order(9152,5219)=2310
order(9153,5913)=2013
order(9154,4195)=3102
order(9156,6195)=3102
order(9157,1759)=1320
order(9158,9518)=0213
order(9160,1960)=1023
order(9162,6921)=2031
order(9163,3196)=3102
order(9164,9614)=0213
order(9165,5169)=3120
order(9167,1769)=1320
order(9168,1698)=1203
order(9170,0719)=3210
order(9172,1972)=1023
order(9173,9731)=0231
order(9174,4791)=3201
order(9175,5971)=3021
order(9176,6197)=3102
order(9178,1798)=1203
order(9180,0189)=3120
order(9182,8912)=2013
order(9183,1983)=1023
order(9184,4198)=3102
order(9185,1985)=1023
order(9186,1896)=1203
order(9187,9781)=0321
order(9201,1209)=3120
order(9203,0932)=2031
order(9204,9204)=0123
order(9205,0592)=2301
order(9206,2960)=1032
order(9207,2970)=1032
order(9208,0892)=2301
order(9210,0921)=3012
order(9213,1329)=2310
order(9214,4921)=3012
order(9215,5192)=3201
order(9216,1926)=2013
order(9217,7192)=3201
order(9218,8219)=3120
order(9230,0239)=3120
order(9231,9231)=0123
order(9234,2394)=1203
order(9235,3295)=2103
order(9236,3269)=2130
order(9237,9237)=0123
order(9238,2398)=1203
order(9240,4902)=2031
order(9241,1249)=3120
order(9243,3942)=3021
order(9245,2594)=1302
order(9246,2964)=1032
order(9247,4792)=2301
order(9248,9248)=0123
order(9250,5029)=2310
order(9251,2591)=1203
order(9253,2539)=1230
order(9254,5249)=2130
order(9256,6592)=3201
order(9257,5297)=2103
order(9258,5982)=2031
order(9260,9620)=0213
order(9261,9621)=0213
order(9263,2693)=1203
order(9264,2649)=1230
order(9265,5962)=3021
order(9267,7692)=3201
order(9268,9268)=0123
order(9270,2709)=1230
order(9271,2917)=1032
order(9273,2379)=1320
order(9274,9427)=0312
order(9275,9725)=0213
order(9276,7629)=2310
order(9278,9872)=0321
order(9280,2980)=1023
order(9281,8291)=2103
order(9283,3892)=3201
order(9284,8492)=2301
order(9285,9285)=0123
order(9287,9782)=0321
order(9301,0931)=2013
order(9302,0239)=2310
order(9304,9304)=0123
order(9305,5390)=3102
order(9306,3690)=1302
order(9307,7390)=3102
order(9310,3190)=1203
order(9312,3912)=1023
order(9314,9341)=0132
order(9315,9135)=0213
order(9316,6139)=3210
order(9317,3791)=1302
order(9318,9813)=0321
order(9320,0329)=3120
order(9321,9312)=0132
order(9324,9342)=0132
order(9325,3925)=1023
order(9326,2396)=2103
order(9327,3792)=1302
order(9328,3829)=1320
order(9340,4903)=2031
order(9341,3194)=1302
order(9342,2349)=3120
order(9345,3594)=1302
order(9346,6493)=3201
order(9347,9743)=0321
order(9348,3948)=1023
order(9350,5093)=2301
order(9351,9135)=0312
order(9352,9352)=0123
order(9354,3495)=1302
order(9356,9563)=0231
order(9357,3957)=1023
order(9358,3895)=1302
order(9360,3960)=1023
order(9361,3196)=1302
order(9362,2693)=3201
order(9364,9463)=0321
order(9365,6395)=2103
order(9367,9637)=0213
order(9368,8639)=3210
order(9370,0379)=3120
order(9371,3791)=1203
order(9372,2739)=3210
order(9374,7439)=2310
order(9375,5973)=3021
order(9376,3976)=1023
order(9378,9783)=0231
order(9380,0893)=3201
order(9381,8913)=2031
order(9382,9328)=0132
order(9384,3849)=1230
order(9385,9538)=0312
order(9386,9386)=0123
order(9387,7389)=3120
order(9401,4019)=1230
order(9402,2940)=3012
order(9403,9430)=0132
order(9405,9045)=0213
order(9406,0964)=2031
order(9407,4790)=1302
order(9408,0894)=2301
order(9410,1490)=2103
order(9412,1294)=2301
order(9413,3194)=3201
order(9415,4195)=1203
order(9416,9164)=0231
order(9417,1497)=2103
order(9418,8491)=3102
order(9420,0429)=3120
order(9421,1249)=3210
order(9423,4392)=1302
order(9425,5924)=3021
order(9426,2946)=2013
order(9427,4972)=1032
order(9428,9842)=0312
order(9430,9430)=0123
order(9431,9431)=0123
order(9432,9324)=0231
order(9435,5493)=3102
order(9436,4396)=1203
order(9437,9437)=0123
order(9438,8439)=3120
order(9450,4905)=1032
order(9451,4591)=1203
order(9452,9425)=0132
order(9453,9534)=0231
order(9456,5964)=2031
order(9457,5794)=2301
order(9458,9458)=0123
order(9460,0496)=3102
order(9461,1496)=3102
order(9462,6924)=2031
order(9463,6349)=2310
order(9465,5649)=3210
order(9467,9746)=0312
order(9468,4896)=1302
order(9470,4790)=1203
order(9471,1749)=3210
order(9472,2974)=3021
order(9473,9473)=0123
order(9475,4597)=1302
order(9476,7649)=2310
order(9478,7948)=2013
order(9480,0894)=3201
order(9481,9814)=0231
order(9482,2948)=3012
order(9483,4938)=1032
order(9485,9854)=0231
order(9486,4896)=1203
order(9487,4879)=1230
order(9501,1590)=3102
order(9502,2509)=3120
order(9503,3905)=3021
order(9504,5490)=1302
order(9506,5609)=1320
order(9507,0759)=2310
order(9508,5098)=1203
order(9510,0951)=3012
order(9512,2915)=3021
order(9513,1593)=2103
order(9514,1945)=2031
order(9516,9561)=0132
order(9517,7519)=3120
order(9518,9581)=0132
order(9520,5290)=1203
order(9521,1592)=3102
order(9523,9352)=0312
order(9524,5294)=1203
order(9526,2659)=2310
order(9527,2975)=2031
order(9528,8952)=3012
order(9530,0395)=3201
order(9531,9135)=0321
order(9532,2539)=3120
order(9534,3459)=2310
order(9536,3695)=2301
order(9537,9537)=0123
order(9538,8953)=3012
order(9540,0459)=3210
order(9541,4951)=2013
order(9542,4952)=2013
order(9543,3945)=3021
order(9546,5469)=1230
order(9547,7495)=3201
order(9548,9548)=0123
order(9560,6095)=2301
order(9561,1965)=3021
order(9562,2956)=3012
order(9563,6395)=2301
order(9564,9645)=0231
order(9567,5769)=1320
order(9568,6598)=2103
order(9570,7059)=2310
order(9571,9157)=0312
order(9572,7925)=2031
order(9573,9537)=0132
order(9574,4957)=3012
order(9576,9567)=0132
order(9578,7895)=2301
order(9580,0859)=3210
order(9581,1589)=3120
order(9582,9852)=0213
order(9583,9583)=0123
order(9584,5489)=1320
order(9586,6985)=3021
order(9587,7895)=3201
order(9601,1096)=3201
order(9602,9602)=0123
order(9603,6039)=1230
order(9604,9640)=0132
order(9605,9056)=0231
order(9607,6790)=1302
order(9608,8690)=3102
order(9610,9061)=0312
order(9612,9162)=0213
order(9613,9136)=0231
order(9614,9641)=0132
order(9615,6951)=1032
order(9617,9671)=0132
order(9618,6198)=1203
order(9620,0962)=3012
order(9621,6192)=1302
order(9623,9236)=0231
order(9624,6429)=1320
order(9625,6592)=1302
order(9627,2679)=2130
order(9628,8926)=3021
order(9630,3096)=2301
order(9631,6391)=1203
order(9632,9263)=0312
order(9634,6439)=1320
order(9635,3659)=2130
order(9637,7639)=3120
order(9638,3968)=2013
order(9640,0469)=3210
order(9641,4916)=2031
order(9642,4962)=2013
order(9643,4693)=2103
order(9645,4956)=2031
order(9647,4697)=2103
order(9648,9864)=0312
order(9650,5096)=2301
order(9651,5196)=2301
order(9652,9562)=0213
order(9653,6395)=1302
order(9654,9564)=0213
order(9657,5976)=2031
order(9658,6589)=1230
order(9670,9760)=0213
order(9671,9716)=0231
order(9672,2769)=3210
order(9673,9637)=0132
order(9674,7469)=2310
order(9675,6795)=1203
order(9678,8769)=3210
order(9680,8069)=2310
order(9681,6198)=1302
order(9682,8296)=2301
order(9683,9863)=0213
order(9684,9684)=0123
order(9685,9586)=0321
order(9687,6789)=1320
order(9701,0179)=2310
order(9702,2079)=3210
order(9703,0379)=2310
order(9704,7409)=1320
order(9705,9705)=0123
order(9706,9607)=0321
order(9708,7098)=1203
order(9710,9071)=0312
order(9712,9712)=0123
order(9713,9137)=0231
order(9714,7194)=1203
order(9715,9715)=0123
order(9716,7916)=1023
order(9718,8179)=3210
order(9720,9702)=0132
order(9721,7129)=1320
order(9723,2397)=2301
order(9724,7942)=1032
order(9725,7259)=1230
order(9726,7926)=1023
order(9728,8729)=3120
order(9730,3790)=2103
order(9731,7913)=1032
order(9732,2379)=3210
order(9734,9347)=0231
order(9735,5793)=3102
order(9736,6937)=3021
order(9738,9738)=0123
order(9740,7904)=1032
order(9741,4971)=2013
order(9742,7492)=1203
order(9743,4379)=2310
order(9745,5749)=3120
order(9746,9467)=0231
order(9748,7948)=1023
order(9750,5097)=2301
order(9751,5719)=2130
order(9752,9752)=0123
order(9753,7593)=1203
order(9754,5479)=2310
order(9756,7695)=1302
order(9758,9578)=0213
order(9760,9607)=0231
order(9761,1796)=3102
order(9762,2796)=3102
order(9763,7963)=1023
order(9764,7964)=1023
order(9765,5967)=3021
order(9768,6897)=2301
order(9780,9708)=0132
order(9782,2798)=3102
order(9783,3798)=3102
order(9784,4789)=3120
order(9785,8759)=2130
order(9786,6897)=3201
order(9801,8091)=1203
order(9802,8902)=1023
order(9803,3098)=3201
order(9804,0948)=2031
order(9805,0589)=2310
order(9806,6890)=3102
order(9807,9870)=0132
order(9810,9810)=0123
order(9812,9821)=0132
order(9813,9813)=0123
order(9814,4891)=3102
order(9815,9185)=0213
order(9816,1869)=2130
order(9817,8179)=1230
order(9820,2908)=2031
order(9821,9281)=0213
order(9823,8923)=1023
order(9824,8429)=1320
order(9825,2895)=2103
order(9826,2896)=2103
order(9827,7289)=3210
order(9830,8093)=1302
order(9831,8391)=1203
order(9832,9283)=0312
order(9834,3984)=2013
order(9835,5938)=3021
order(9836,3869)=2130
order(9837,3798)=2301
order(9840,4809)=2130
order(9841,9814)=0132
order(9842,8492)=1203
order(9843,9843)=0123
order(9845,9548)=0321
order(9846,8469)=1230
order(9847,4789)=2310
order(9850,0598)=3201
order(9851,5918)=2031
order(9852,9825)=0132
order(9853,9835)=0132
order(9854,8954)=1023
order(9856,5689)=2310
order(9857,9875)=0132
order(9860,0689)=3210
order(9861,9186)=0312
order(9862,2896)=3102
order(9863,8369)=1320
order(9864,8946)=1032
order(9865,9865)=0123
order(9867,9687)=0213
order(9870,7890)=2103
order(9871,1987)=3012
order(9872,7829)=2130
order(9873,9783)=0213
order(9874,9847)=0132
order(9875,8579)=1320
order(9876,7689)=2310
order(10234,42013)=42103
order(10235,05132)=14032
order(10236,06231)=14230
order(10237,03712)=13402
order(10238,10823)=01423
order(10239,92031)=42130
order(10243,01234)=10243
order(10245,52401)=42310
order(10246,04612)=13402
order(10247,10472)=01342
order(10248,21480)=20341
order(10249,21940)=20431
order(10253,23501)=24310
order(10254,15042)=03142
order(10256,02516)=12304
order(10257,20175)=21043
order(10258,58210)=34201
order(10259,91205)=40213
order(10263,01623)=10324
order(10264,46012)=43102
order(10265,60125)=31024
order(10267,67012)=34102
order(10268,80162)=41032
order(10269,61209)=30214
order(10273,37120)=43021
order(10274,02417)=12403
order(10275,27150)=23041
order(10276,07261)=13240
order(10278,02178)=12034
order(10279,79201)=34210
order(10283,08321)=13420
order(10284,08421)=13420
order(10285,02158)=12043
order(10286,62108)=42013
order(10287,78210)=43201
order(10289,81092)=30142
order(10293,12930)=02341
order(10294,04291)=14230
order(10295,52019)=42103
order(10296,91620)=30421
order(10297,21079)=20143
order(10298,18290)=04231
order(10324,04231)=14320
order(10325,12530)=03421
order(10326,60231)=41320
order(10327,71023)=40132
order(10328,83021)=42130
order(10329,09123)=14032
order(10342,01423)=10342
order(10345,43150)=32041
order(10346,36104)=24013
order(10347,04731)=13420
order(10348,03148)=12034
order(10349,14903)=03412
order(10352,20513)=41302
order(10354,14035)=04123
order(10356,30615)=21403
order(10357,10735)=01423
order(10358,80513)=41302
order(10359,09531)=14320
order(10362,10632)=01324
order(10364,60431)=31420
order(10365,15036)=04123
order(10367,16073)=03142
order(10368,38106)=24013
order(10369,16930)=03421
order(10372,01723)=10342
order(10374,40317)=41203
order(10375,13075)=02134
order(10376,30761)=21340
order(10378,03817)=12403
order(10379,97103)=43012
order(10382,01823)=10342
order(10384,40183)=41032
order(10385,08351)=13240
order(10386,80163)=31042
order(10387,07813)=14302
order(10389,03189)=12034
order(10392,29103)=43012
order(10394,43019)=42103
order(10395,31905)=20314
order(10396,03196)=12034
order(10397,71093)=40132
order(10398,03918)=12304
order(10423,40231)=21340
order(10425,10524)=01432
order(10426,40261)=21340
order(10427,21047)=30124
order(10428,20841)=31420
order(10429,92104)=43012
order(10432,20413)=41203
order(10435,31045)=30124
order(10436,60413)=41203
order(10437,04371)=12340
order(10438,38410)=34201
order(10439,10943)=01423
order(10452,45021)=23140
order(10453,35041)=43120
order(10456,51460)=30241
order(10457,10475)=01243
order(10458,50418)=31204
order(10459,49501)=24310
order(10462,02416)=14203
order(10463,34016)=42103
order(10465,50461)=41230
order(10467,10476)=01243
order(10468,41860)=20431
order(10469,09164)=14032
order(10472,27410)=43201
order(10473,30471)=41230
order(10475,10475)=01234
order(10476,01746)=10324
order(10478,80741)=41320
order(10479,40917)=21403
order(10482,20148)=41023
order(10483,08134)=13042
order(10485,84510)=32401
order(10486,80614)=31402
order(10487,17408)=04213
order(10489,18940)=03421
order(10492,20419)=41203
order(10493,49301)=23410
order(10495,54091)=42130
order(10496,06419)=14203
order(10497,41709)=20413
order(10498,80941)=41320
order(10523,52103)=23014
order(10524,51042)=20143
order(10526,50621)=21430
order(10527,07251)=14320
order(10528,08521)=14230
order(10529,59120)=24031
order(10532,31052)=30124
order(10534,43105)=43012
order(10536,30561)=31240
order(10537,57013)=24103
order(10538,08153)=14023
order(10539,13590)=03241
order(10542,41502)=30214
order(10543,51340)=20431
order(10546,06451)=14320
order(10547,14750)=03421
order(10548,40518)=31204
order(10549,91045)=40132
order(10562,15062)=02134
order(10563,16305)=03412
order(10564,65140)=32041
order(10567,15076)=02143
order(10568,01685)=10342
order(10569,10965)=01432
order(10572,25071)=42130
order(10573,50137)=21043
order(10574,17045)=03142
order(10576,51076)=20134
order(10578,87510)=43201
order(10579,75091)=32140
order(10582,12580)=04231
order(10583,05813)=12304
order(10584,04518)=14203
order(10586,01658)=10423
order(10587,07518)=14203
order(10589,51890)=20341
order(10592,05219)=12403
order(10593,95103)=32014
order(10594,01549)=10243
order(10596,01659)=10423
order(10597,70195)=41032
order(10598,05198)=12034
order(10623,06132)=12043
order(10624,04261)=14320
order(10625,26501)=32410
order(10627,27601)=34210
order(10628,12860)=03421
order(10629,21960)=30421
order(10632,02631)=14230
order(10634,64103)=24013
order(10635,10635)=01234
order(10637,16073)=02143
order(10638,61308)=20314
order(10639,61930)=20431
order(10642,64102)=23014
order(10643,16403)=02314
order(10645,60514)=21403
order(10647,47016)=34102
order(10648,48160)=34021
order(10649,14069)=03124
order(10652,56201)=32410
order(10653,51630)=30241
order(10654,15406)=03412
order(10657,61750)=20431
order(10658,68150)=24031
order(10659,96501)=42310
order(10672,72016)=34102
order(10673,67310)=23401
order(10674,71046)=30142
order(10675,05167)=14023
order(10678,76801)=32410
order(10679,97601)=43210
order(10682,28016)=43102
order(10683,68013)=23104
order(10684,08614)=13204
order(10685,10568)=01423
order(10687,08716)=13402
order(10689,86091)=32140
order(10692,92016)=34102
order(10693,31960)=40321
order(10694,69014)=23104
order(10695,16950)=02341
order(10697,70916)=41302
order(10698,16908)=02314
order(10723,03127)=14032
order(10724,14720)=04231
order(10725,71025)=20134
order(10726,61207)=40312
order(10728,78210)=24301
order(10729,12907)=03412
order(10732,71302)=20314
order(10734,30714)=31204
order(10735,70315)=21304
order(10736,76130)=24031
order(10738,18037)=04132
order(10739,39107)=34012
order(10742,40172)=31024
order(10743,14730)=03241
order(10745,41570)=30421
order(10746,41670)=30421
order(10748,01874)=10423
order(10749,91407)=40312
order(10752,17502)=02314
order(10753,03175)=14023
order(10754,50174)=31024
order(10756,16570)=04321
order(10758,07581)=12340
order(10759,91057)=40132
order(10762,62710)=34201
order(10763,60731)=31240
order(10764,07641)=12340
order(10765,10756)=01243
order(10768,16870)=03421
order(10769,76091)=23140
order(10782,12807)=04312
order(10783,07381)=12430
order(10784,14780)=04231
order(10785,58017)=43102
order(10786,71608)=20413
order(10789,98710)=43201
order(10792,92107)=34012
order(10793,73109)=24013
order(10794,14790)=04231
order(10795,50719)=41203
order(10796,96107)=34012
order(10798,01789)=10243
order(10823,83021)=24130
order(10824,04281)=14320
order(10825,81502)=20413
order(10826,82610)=23401
order(10827,02781)=13420
order(10829,20918)=31402
order(10832,81023)=20143
order(10834,04318)=14302
order(10835,81530)=20431
order(10836,60318)=41302
order(10837,81370)=20341
order(10839,81039)=20134
order(10842,14820)=03241
order(10843,03418)=14302
order(10845,14805)=03214
order(10846,60481)=41320
order(10847,84701)=23410
order(10849,84910)=23401
order(10852,50182)=31024
order(10853,50813)=31204
order(10854,18540)=02341
order(10856,58610)=32401
order(10857,10758)=01432
order(10859,51980)=30421
order(10862,16082)=03124
order(10863,03618)=14302
order(10864,01468)=10432
order(10865,80615)=21304
order(10867,71068)=40132
order(10869,09681)=14320
order(10872,87102)=23014
order(10873,81730)=20341
order(10874,14870)=04231
order(10875,18705)=02314
order(10876,70186)=31024
order(10879,78109)=32014
order(10892,09128)=13042
order(10893,90813)=31204
order(10894,89140)=23041
order(10895,89051)=23140
order(10896,01689)=10423
order(10897,70198)=41032
order(10923,39201)=42310
order(10924,10942)=01243
order(10925,50912)=41203
order(10926,20169)=31042
order(10927,07129)=14032
order(10928,92018)=23104
order(10932,20391)=41320
order(10934,34109)=34012
order(10935,15390)=04321
order(10936,63019)=43102
order(10937,30971)=31240
order(10938,30198)=31024
order(10942,91204)=20413
order(10943,34190)=43021
order(10945,91405)=20314
order(10946,06491)=14320
order(10947,49170)=32041
order(10948,18049)=04132
order(10952,02159)=14032
order(10953,01395)=10423
order(10954,49510)=42301
order(10956,91560)=20341
order(10957,97150)=24031
order(10958,19850)=02431
order(10962,90261)=21430
order(10963,69310)=32401
order(10964,19046)=02143
order(10965,96501)=23410
order(10967,61079)=30142
order(10968,90681)=21340
order(10972,97012)=23104
order(10973,39701)=42310
order(10974,41790)=40321
order(10975,01975)=10234
order(10976,19670)=02431
order(10978,97810)=23401
order(10982,01289)=10432
order(10983,01983)=10234
order(10984,90841)=21340
order(10985,50918)=41203
order(10986,08196)=13024
order(10987,10897)=01324
order(12034,32410)=31402
order(12035,32150)=31042
order(12036,12306)=01324
order(12037,23701)=13420
order(12038,32180)=31042
order(12039,32190)=31042
order(12043,32410)=41302
order(12045,01254)=20143
order(12046,01426)=20314
order(12047,04712)=23401
order(12048,82041)=41230
order(12049,20491)=12340
order(12053,05213)=23104
order(12054,50142)=32041
order(12056,15062)=03241
order(12057,51720)=30412
order(12058,82501)=41320
order(12059,29015)=14203
order(12063,63102)=34021
order(12064,02164)=21034
order(12065,15620)=04312
order(12067,16207)=03124
order(12068,61802)=30421
order(12069,16290)=03142
order(12073,73021)=34210
order(12074,72014)=31204
order(12075,25710)=14302
order(12076,27061)=13240
order(12078,71280)=30142
order(12079,09127)=24013
order(12083,13820)=04312
order(12084,41082)=40231
order(12085,10852)=02341
order(12086,80162)=32041
order(12087,27180)=14032
order(12089,10892)=02341
order(12093,91203)=30124
order(12094,20194)=12034
order(12095,92510)=31402
order(12096,26019)=14203
order(12097,79102)=43021
order(12098,80219)=42103
order(12304,34102)=24031
order(12305,31205)=20134
order(12306,10632)=03421
order(12307,03127)=32014
order(12308,01823)=30412
order(12309,19302)=04231
order(12340,31042)=20431
order(12345,35412)=24301
order(12346,43612)=32401
order(12347,12374)=01243
order(12348,84312)=43201
order(12349,94123)=43012
order(12350,21035)=10423
order(12354,12435)=01423
order(12356,15362)=03241
order(12357,27351)=14230
order(12358,35812)=23401
order(12359,31952)=20431
order(12360,21036)=10423
order(12364,46231)=43120
order(12365,12356)=01243
order(12367,16372)=03241
order(12368,86213)=43102
order(12369,92361)=41230
order(12370,27310)=13204
order(12374,12374)=01234
order(12375,21753)=10342
order(12376,16372)=04231
order(12378,28173)=14032
order(12379,31279)=20134
order(12380,13802)=02341
order(12384,83412)=32401
order(12385,31285)=20134
order(12386,12836)=01324
order(12387,81732)=30421
order(12389,83219)=32104
order(12390,93102)=32041
order(12394,43912)=42301
order(12395,53219)=42103
order(12396,69213)=43102
order(12397,12379)=01243
order(12398,32819)=21403
order(12403,32014)=41302
order(12405,10245)=03124
order(12406,46021)=24310
order(12407,01742)=30421
order(12408,24018)=12304
order(12409,49012)=24301
order(12430,03421)=43210
order(12435,43215)=23104
order(12436,43126)=23014
order(12437,27413)=14203
order(12438,31824)=30412
order(12439,39241)=34120
order(12450,40152)=24031
order(12453,42135)=21043
order(12456,14526)=02314
order(12457,15724)=03412
order(12458,25841)=13420
order(12459,52491)=31240
order(12460,24601)=12340
order(12463,12643)=01324
order(12465,54261)=42130
order(12467,27641)=14320
order(12468,42618)=21304
order(12469,69124)=34012
order(12470,42017)=21403
order(12473,23417)=14203
order(12475,47125)=23014
order(12476,71624)=30412
order(12478,78214)=34102
order(12479,71294)=30142
order(12480,04128)=42013
order(12483,83124)=34012
order(12485,58142)=43021
order(12486,46821)=24310
order(12487,41728)=20413
order(12489,91842)=40321
order(12490,14902)=02341
order(12493,93214)=34102
order(12495,51429)=40213
order(12496,19426)=03214
order(12497,71429)=40213
order(12498,42198)=21034
order(12503,12053)=01324
order(12504,21405)=10432
order(12506,51620)=20413
order(12507,15720)=02413
order(12508,82150)=41023
order(12509,01295)=30142
order(12530,21350)=10324
order(12534,25134)=12034
order(12536,31562)=30241
order(12537,32715)=31402
order(12538,15328)=02314
order(12539,91235)=40132
order(12540,21054)=10423
order(12543,34521)=43210
order(12546,45612)=32401
order(12547,14725)=03412
order(12548,41258)=30124
order(12549,19245)=04132
order(12560,50261)=24130
order(12563,35126)=42013
order(12564,52164)=21034
order(12567,27156)=14023
order(12568,61285)=30142
order(12569,21695)=10342
order(12570,57012)=23401
order(12573,51732)=20341
order(12574,15274)=02134
order(12576,61275)=40132
order(12578,15278)=02134
order(12579,19527)=04213
order(12580,82510)=31204
order(12583,21583)=10234
order(12584,58142)=23041
order(12586,25816)=12304
order(12587,71258)=40123
order(12589,51289)=20134
order(12590,25091)=12430
order(12593,31592)=40231
order(12594,12495)=01432
order(12596,52916)=21304
order(12597,95217)=32104
order(12598,91852)=30421
order(12603,01362)=30421
order(12604,16420)=02413
order(12605,02615)=31204
order(12607,10627)=03214
order(12608,16082)=02341
order(12609,02169)=31024
order(12630,31062)=30421
order(12634,34126)=34012
order(12635,16352)=02341
order(12637,17236)=04132
order(12638,18632)=04231
order(12639,91326)=40312
order(12640,04162)=43021
order(12643,36241)=42130
order(12645,46152)=32041
order(12647,61247)=20134
order(12648,12486)=01342
order(12649,49162)=34021
order(12650,01652)=40231
order(12653,63251)=24130
order(12654,42156)=41032
order(12657,15672)=03241
order(12658,52168)=31024
order(12659,65192)=23041
order(12670,01726)=40312
